Gene Symbol,Gene stable ID,Cardiomyocytes-specific ennhancer (GFP+ only),X30kGFPpos1,X30kGFPpos2,X30kGFPpos3,X500kGFPneg4,X500kGFPneg5,X500kGFPneg6,ucsc_url
suclg1,ENSDARG00000052712,chr1:43962616-43963066 (+104231); chr1:43585567-43585917 (+481330),8,0,22,349,318,349,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A43652480%2D43684584
suclg2,ENSDARG00000044914,chr11:18101551-18101850 (-742035); chr11:18017297-18017684 (-657825); chr11:17952910-17953401 (-593490); chr11:17573099-17573394 (-213581); chr11:17303061-17303678 (+56296); chr11:17285730-17286045 (+73778); chr11:17261232-17261713 (+98193); chr11:17233223-17233518 (+126295); chr11:17176416-17176713 (+183101),24,0,59,312,345,465,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A16738179%2D16975190
suds3,ENSDARG00000073737,chr5:17300852-17302388 (+35121); chr5:17324568-17324894 (+58232); chr5:17381432-17381947 (+115191); chr5:17440174-17440469 (+173823),11,0,28,425,525,553,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A15495351%2D15513778
sulf1,ENSDARG00000038428,chr24:19882232-19882706 (-185534); chr24:20054747-20055073 (-13093),56,0,60,1149,1237,1343,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A19414561%2D19588659
sult1st5,ENSDARG00000003475,chr23:24712838-24713133 (+68164); chr23:24699173-24699526 (+81800),0,0,6,28,29,27,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A24489077%2D24493811
sult1st6,ENSDARG00000006811,chr12:16210892-16211371 (-126557);,21259,0,1,6,9,8,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A15197857%2D15205087
sult2st2,ENSDARG00000103785,chr12:1019427-1019722 (-166239);,20978,0,0,3,5,14,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A648334%2D656540
sult2st3,ENSDARG00000028367,chr16:47772899-47773194 (+63803);,14310,0,3,16,29,38,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A44983613%2D45001842
sumf2,ENSDARG00000069497,chr21:25060855-25061150 (+11000);,25819,0,1,18,28,20,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A25669934%2D25676396
sumo1,ENSDARG00000044267,chr6:8049238-8049533 (-232);,8127,0,18,467,543,626,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A9677420%2D9688511
supt16h,ENSDARG00000079949,chr7:2416386-2416708 (+699224);,3129,0,324,2991,3287,3949,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A1550966%2D1623385
supt7l,ENSDARG00000013461,chr17:40845446-40846125 (+192379); chr17:40754444-40754780 (+283553); chr17:40728784-40729080 (+309233); chr17:40726279-40726691 (+311680); chr17:40506635-40506931 (+531382); chr17:40353762-40354172 (+684198); chr17:40246644-40247126 (+791280),4,0,2,118,168,269,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A40860016%2D40879108
surf4l,ENSDARG00000035131,chr5:66858558-66858871 (+54363);,6116,0,29,106,176,238,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A63629000%2D63644938
suv39h1b,ENSDARG00000055753,chr8:26593553-26593848 (+20786);,16421,0,1,214,249,279,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A25750963%2D25771474
sv2b,ENSDARG00000060711,chr25:11141523-11141820 (-12279);,30683,0,14,345,536,558,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A11034750%2D11088839
svopl,ENSDARG00000057983,chr4:8881400-8881695 (-38180);,293,0,5,46,36,49,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A9769050%2D9781132
sycp1,ENSDARG00000003904,chr6:48439786-48440198 (-553343); chr6:48573573-48573926 (-419585),22,0,1,84,34,80,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A49052741%2D49061086
syk,ENSDARG00000008186,chr10:5440579-5441008 (+144095);,26426,0,4,92,88,110,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A5533843%2D5581487
syncrip,ENSDARG00000040184,chr20:2870952-2871247 (+110419);,14616,0,606,8584,9780,10808,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A2731436%2D2745385
syne2a,ENSDARG00000030107,chr20:21970632-21970938 (-102452); chr20:21960301-21960806 (-92221); chr20:21920792-21921302 (-52714); chr20:21757857-21758222 (+110293),156,0,491,2385,2666,2894,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A21638397%2D21806170
synj1,ENSDARG00000025011,chr10:27056963-27057398 (-93246); chr10:27062616-27062917 (-87660); chr10:27073699-27074090 (-76532); chr10:27163545-27164006 (+13349),41,0,190,1941,1902,2413,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A26515946%2D26569350
synm,ENSDARG00000062350,chr18:20744411-20744708 (-94674);,20457,0,35,88,87,142,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A20859661%2D20869175
sypl2a,ENSDARG00000055307,chr11:37212638-37213148 (+16708);,28235,0,190,690,468,605,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A36355348%2D36376073
syt10,ENSDARG00000045750,chr4:10074990-10075380 (+121725);,321,0,12,55,65,126,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A10888762%2D10909086
syt1a,ENSDARG00000030614,chr4:20235428-20235723 (+93604);,621,0,24,1547,1668,2020,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A21129752%2D21315399
syt5b,ENSDARG00000011640,chr24:7811902-7813173 (+194);,28563,0,3,547,628,532,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A7686464%2D7699356
syt7b,ENSDARG00000078060,chr7:14039594-14039891 (+171884);,3409,0,0,33,38,82,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A13039426%2D13338283
syt9b,ENSDARG00000029239,chr25:16078748-16079212 (-119795); chr25:16096751-16097055 (-101872),0,0,17,100,94,30,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A15841670%2D15905903
sytl3,ENSDARG00000043468,chr20:13448252-13448547 (-7925);,14807,0,44,158,203,207,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A13533544%2D13565720
syvn1,ENSDARG00000017842,chr14:27488042-27488337 (-13376);,18581,0,131,777,927,1180,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A26452740%2D26465729
taar14j,ENSDARG00000075828,chr20:46046322-46046618 (+18534);,15565,0,0,0,0,0,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A46260580%2D46261653
tada2a,ENSDARG00000031562,chr15:14623207-14623607 (-181865); chr15:14798331-14798626 (-6793),0,0,7,81,92,86,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A15786160%2D15819598
taf1a,ENSDARG00000052471,chr20:52351552-52351865 (+179902);,15698,0,2,60,55,69,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A51813432%2D51874288
taf3,ENSDARG00000045513,chr4:24168153-24168823 (+86987);,662,0,136,2149,2490,3092,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A25084228%2D25168458
taf5,ENSDARG00000018325,chr1:49891190-49891541 (-30350);,11768,0,62,668,648,942,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A49415281%2D49432147
taf6,ENSDARG00000102998,chr5:63693921-63694341 (+75727);,5902,0,96,1208,1376,1394,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A53580846%2D53765478
taf8,ENSDARG00000026806,chr23:33077355-33078875 (+446994); chr23:33306317-33306700 (+675388),1,0,0,137,86,73,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A32392461%2D32423348
tagln2,ENSDARG00000033466,chr5:38684886-38685294 (-2696);,5443,0,233,1025,896,864,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A37087583%2D37095460
tal2,ENSDARG00000042041,chr5:9793727-9794072 (-10406);,4775,0,1,129,240,157,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A9348284%2D9349045
tanc2,ENSDARG00000079097,chr3:22894562-22895523 (-82971); chr3:23020081-23020646 (+42350); chr3:23042821-23043116 (+64955); chr3:23138785-23139274 (+161016); chr3:23185557-23186556 (+208043); chr3:23256831-23257302 (+279053),105,0,376,1298,1730,2017,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A22578369%2D22817455
tank,ENSDARG00000067723,chr9:52974655-52975012 (+150157);,13198,0,10,51,13,15,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A51521248%2D51563575
tarbp2,ENSDARG00000070471,chr6:46655247-46655676 (+17102);,8949,0,46,190,209,308,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A46725540%2D46735380
tas1r1,ENSDARG00000056739,chr23:21404179-21404578 (-314510); chr23:21736913-21737357 (+18246),12,0,1,59,55,123,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A21424747%2D21440054
tas1r2.2,ENSDARG00000059397,chr8:49008945-49009240 (-185934);,16821,0,3,11,7,16,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A46610020%2D46619620
tas1r3,ENSDARG00000006341,chr11:42265443-42265937 (-47109);,28327,0,0,2,1,0,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A40731602%2D40742507
tat,ENSDARG00000069630,chr18:12652858-12653404 (+12700);,20253,0,34,24,34,19,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A13162728%2D13179510
tax1bp1b,ENSDARG00000056856,chr16:22910756-22911258 (+43549);,13693,0,175,1091,857,1114,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A20805322%2D20932896
tbc1d1,ENSDARG00000062081,chr1:17469841-17470174 (+44128);,11176,0,64,175,175,236,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A18642117%2D18772311
tbc1d19,ENSDARG00000013842,chr7:62784759-62785113 (-106297); chr7:62867053-62867392 (-24010); chr7:63007651-63008046 (+116616); chr7:63233503-63233826 (+342432); chr7:63294037-63295172 (+403372),1,0,4,10,33,23,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A62248514%2D62312788
tbc1d22a,ENSDARG00000045510,chr4:27018740-27019035 (+174923); chr4:27006817-27007112 (+186846); chr4:26964971-26965353 (+228649); chr4:26868887-26869182 (+324776),16,0,14,139,131,115,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A27626869%2D27897315
tbc1d5,ENSDARG00000036212,chr19:20899246-20899541 (+29659);,22451,0,101,576,690,781,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A20404153%2D20446756
tbcb,ENSDARG00000068404,chr18:35670632-35670927 (+71144); chr18:35683896-35684191 (+84408),92,0,268,3124,3729,4156,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A37259800%2D37270740
tbpl1,ENSDARG00000036868,chr23:31804448-31804848 (-30460);,24849,0,0,53,112,110,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A31596194%2D31605592
tbx1,ENSDARG00000031891,chr5:16765558-16765885 (-141614); chr5:16791231-16792065 (-115688); chr5:16811576-16812212 (-95442); chr5:16823201-16823496 (-83987); chr5:16825388-16825806 (-81739); chr5:16898426-16898741 (-8752); chr5:16917800-16919345 (+11237),143,0,307,207,220,250,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A15202495%2D15215483
tbx15,ENSDARG00000002582,chr9:21962302-21962635 (+138847);,12565,0,0,118,107,93,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A21030930%2D21067971
tbx16,ENSDARG00000007329,chr8:53960846-53962237 (+70158);,16929,0,5,57,55,46,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A51733907%2D51753604
tbx18,ENSDARG00000036930,chr23:31343965-31344321 (-2138);,24835,0,443,118,110,59,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A31107685%2D31118371
tbx20,ENSDARG00000005150,chr16:45379674-45380027 (-84974); chr16:45343182-45343593 (-48511); chr16:45306867-45307162 (-12138),111,0,182,86,104,80,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A42509011%2D42523744
tbx21,ENSDARG00000004473,chr12:30077298-30077652 (-219875); chr12:30082108-30082525 (-215033); chr12:30084854-30085258 (-212294); chr12:30134292-30134588 (-162910); chr12:30193451-30193772 (-103738),0,0,5,59,112,89,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A28749189%2D28770817
tbx2a,ENSDARG00000018025,chr5:58289226-58289536 (-366343); chr5:58243975-58244392 (-321146); chr5:57936189-57936485 (-13299),34,0,134,811,957,1056,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A56504717%2D56513825
tbx2b,ENSDARG00000006120,chr15:26350000-26350433 (-363069); chr15:26449337-26449736 (-263749); chr15:26457823-26458173 (-255288); chr15:26470044-26470396 (-243066); chr15:26537738-26538033 (-175400); chr15:26622349-26622919 (-90652); chr15:26686728-26687343 (-26250),113,0,171,1515,1839,2017,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A27364394%2D27371340
tbx5a,ENSDARG00000024894,chr5:75442067-75442484 (-9409);,6309,0,536,101,154,110,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A72264192%2D72289648
tbx5b,ENSDARG00000092060,chr5:24904522-24904840 (+83464);,5028,0,26,223,251,410,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A23151169%2D23161715
tbx6,ENSDARG00000011785,chr5:43961594-43961898 (+61787);,21053,0,13,53,18,157,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A3912544%2D3923070
tcea2,ENSDARG00000012927,chr23:8887207-8887644 (-47473);,24340,0,40,30,25,44,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A8718950%2D8733092
tcf12,ENSDARG00000004714,chr7:54124351-54124646 (-110941); chr7:54109469-54109766 (-96060),683,0,1347,6918,7923,8002,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A52516706%2D52709935
tcf21,ENSDARG00000036869,chr23:31804448-31804848 (-10373);,24848,0,228,20,26,5,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A31554269%2D31555696
tcf7l1a,ENSDARG00000038159,chr10:43615993-43616430 (+46802); chr10:43536960-43537255 (+125906),108,0,250,1700,1681,1834,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A42195732%2D42297889
tcf7l1b,ENSDARG00000007369,chr8:54506842-54507137 (+1724);,16935,0,145,1082,1132,1227,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A52106818%2D52230115
tcf7l2,ENSDARG00000004415,chr12:32833516-32833855 (-43398); chr12:32639447-32640093 (+150518),78,0,129,4568,5295,6420,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A30977736%2D31103906
tcp1,ENSDARG00000017891,chr23:2513604-2513959 (+78452);,24225,0,174,2292,2465,2953,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A2421313%2D2443881
tcta,ENSDARG00000044194,chr6:42927429-42927724 (-19841);,8898,0,41,66,124,82,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A43015916%2D43019222
tdg,ENSDARG00000086450,chr25:19480443-19480874 (+25767); chr25:19485630-19485925 (+30886),40,0,39,752,911,963,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A18953575%2D18965502
tdh,ENSDARG00000002745,chr20:19048379-19048695 (-17075);,14901,0,452,3830,4196,4661,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A18992679%2D18998022
tdo2a,ENSDARG00000071429,chr14:38201515-38201810 (-188508); chr14:38174849-38175145 (-161842); chr14:38144908-38145250 (-131924); chr14:38099670-38099965 (-86663),1,0,21,110,46,85,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A36738063%2D36750593
tdrd1,ENSDARG00000007465,chr12:31994596-31994949 (-59520);,21582,0,1,9,2,3,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A30344076%2D30359540
tead1a,ENSDARG00000028159,chr25:16739586-16739881 (+26562);,30797,0,97,606,674,824,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A16356083%2D16431599
tecpr2,ENSDARG00000060835,chr17:29352640-29352936 (+18157);,17625,0,7,209,231,266,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A29282863%2D29312506
tekt3,ENSDARG00000045038,chr12:39255011-39255346 (-374836); chr12:39188130-39188445 (-307945); chr12:39100598-39100926 (-220419); chr12:39054546-39056327 (-175094); chr12:39025738-39026094 (-145573); chr12:39008501-39008796 (-128306),0,0,16,0,0,16,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A37327867%2D37343858
telo2,ENSDARG00000000830,chr24:39249123-39249569 (-53486); chr24:39270490-39270786 (-32194),1,0,29,115,125,186,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A37799818%2D37823488
tes,ENSDARG00000051857,chr25:19002804-19003141 (+40610); chr25:19024726-19025036 (+62518); chr25:19028716-19029034 (+66512),15,0,46,201,185,233,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A18475032%2D18496410
tex2,ENSDARG00000078186,chr3:56591662-56592077 (-215234); chr3:56541660-56542045 (-165217); chr3:56493327-56493622 (-116839),93,0,109,643,673,797,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A55487261%2D55537096
tfa,ENSDARG00000016771,chr2:16597096-16597391 (-4314); chr2:16590196-16590713 (+2475),0,0,73,58,82,93,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A16780643%2D16794710
tfdp1a,ENSDARG00000019293,chr9:35943676-35943971 (+21579);,12964,0,11,468,823,768,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A34950942%2D34968429
tfeb,ENSDARG00000010794,chr11:23066095-23066612 (+78980); chr11:22960401-22961072 (+184597); chr11:22944142-22944588 (+200969); chr11:22799193-22800161 (+345657); chr11:22780755-22781192 (+364360); chr11:22666159-22666488 (+479010); chr11:22585980-22586398 (+559145),55,0,171,485,421,464,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A22287954%2D22361306
tfpia,ENSDARG00000034718,chr9:43588863-43589169 (-31665);,13087,0,175,307,261,425,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A42420636%2D42484448
tfr1a,ENSDARG00000101322,chr2:4875575-4875901 (-119013); chr2:4664848-4665345 (+91628),5,0,29,962,1207,1397,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A4849269%2D4874966
tfr1b,ENSDARG00000077372,chr24:26663430-26663725 (-150126); chr24:26790974-26791366 (-22534),7,0,35,331,275,422,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A26017094%2D26031204
tgfbr1a,ENSDARG00000017494,chr2:23861100-23862296 (-70910);,9793,0,37,334,309,261,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A23856045%2D23931536
tgfbr2,ENSDARG00000059363,chr16:42493433-42494014 (-256375); chr16:42445603-42445937 (-208421); chr16:42436599-42436894 (-199398); chr16:42192676-42192972 (+44525),127,0,222,101,120,127,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A917852%2D932264
tgif1,ENSDARG00000059337,chr24:9413837-9414162 (-319352); chr24:9211031-9211326 (-116531); chr24:9114043-9114341 (-19544); chr24:9097806-9098197 (-3354); chr24:9030043-9031668 (+63792),348,0,634,5114,5519,6177,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A9287409%2D9300160
th,ENSDARG00000030621,chr25:24874782-24875160 (-77132);,30989,0,10,112,51,117,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A24055341%2D24074500
tha1,ENSDARG00000076225,chr12:37018079-37018386 (-73517);,21668,0,3,10,39,19,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A34378733%2D34397139
thbs1,ENSDARG00000010785,chr20:29200465-29200817 (-123311); chr20:29193344-29193814 (-116249),61,0,368,1603,1879,2169,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A29036328%2D29052391
thbs4a,ENSDARG00000102777,chr5:54411760-54412073 (-316136); chr5:54803023-54803319 (+75118),1,0,11,170,151,167,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A51909740%2D51945554
thbs4b,ENSDARG00000020072,chr21:5370997-5371292 (+2331);,25336,0,57,1268,1535,1773,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A5129513%2D5162687
themis,ENSDARG00000010619,chr20:1528318-1528625 (-65907);,14591,0,13,11,26,57,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A1423192%2D1439256
thoc2,ENSDARG00000037503,chr14:13034675-13034970 (+384704); chr14:13060273-13060571 (+410303),54,0,316,3400,3932,4386,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A12391871%2D12486627
thoc7,ENSDARG00000015394,chr11:19981109-19981458 (-42316); chr11:20147715-20148308 (+124412),0,0,22,158,145,142,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A19603251%2D19611356
thraa,ENSDARG00000000151,chr3:34778365-34779101 (+60084);,7372,0,70,297,274,243,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A34688022%2D34753605
thrb,ENSDARG00000021163,chr19:19601686-19602219 (+44520); chr19:19500516-19500860 (+145785); chr19:19476757-19477304 (+169442); chr19:19427648-19428114 (+218592),8,0,26,829,974,1222,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A17514631%2D17658253
tia1,ENSDARG00000052536,chr5:58340211-58340528 (+33302);,5974,0,232,3627,3886,4132,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A56950861%2D56964547
tia1l,ENSDARG00000026476,chr5:26163355-26163695 (+23110);,5099,0,208,2761,2597,3604,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A24510619%2D24517768
tie1,ENSDARG00000004105,chr6:33708787-33709126 (-2686);,8652,0,197,74,93,86,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A33979523%2D34008901
timm10,ENSDARG00000069116,chr1:44737075-44737694 (-108565);,11645,0,3,127,58,67,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A44390470%2D44394499
timm44,ENSDARG00000104771,chr22:3739192-3739487 (+109567);,29465,0,8,48,83,106,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A4447387%2D4466724
